Bubble

A,w,eww,D,clickTime,currentNumberOfErrors
307.20000000000005,25.6,3,1,0.999000072479248,1
204.8,25.6,3,1,1.9830000400543213,1
409.6,25.6,3,1,1.2849998474121094,1
204.8,25.6,3,1,1.5160000324249268,1
409.6,25.6,3,1,1.1500000953674316,1
204.8,25.6,3,1,0.9660000801086426,1
307.20000000000005,25.6,3,1,0.8839998245239258,1
307.20000000000005,25.6,3,1,1.383000135421753,1
409.6,25.6,3,1,1.1489999294281006,1
409.6,25.6,3,0.5,1.0169999599456787,1
409.6,25.6,3,0.5,0.7999999523162842,1
307.20000000000005,25.6,3,0.5,0.9360001087188721,1
307.20000000000005,25.6,3,0.5,1.065000057220459,1
204.8,25.6,3,0.5,1.4170000553131104,1
204.8,25.6,3,0.5,1.3839998245239258,1
409.6,25.6,3,0.5,1.498000144958496,1
204.8,25.6,3,0.5,1.301999807357788,1
307.20000000000005,25.6,3,0.5,1.065000057220459,1
204.8,25.6,3,0,1.1010000705718994,1
409.6,25.6,3,0,1.2660000324249268,1
204.8,25.6,3,0,1.0999999046325684,1
409.6,25.6,3,0,1.6170001029968262,1
204.8,25.6,3,0,1.2319998741149902,1
307.20000000000005,25.6,3,0,1.1670000553131104,1
409.6,25.6,3,0,1.184000015258789,1
307.20000000000005,25.6,3,0,1.3819999694824219,1
307.20000000000005,25.6,3,0,1.1540000438690186,1
204.8,25.6,2,1,1.3329999446868896,1
409.6,25.6,2,1,1.446000099182129,1
409.6,25.6,2,1,1.1519999504089355,1
409.6,25.6,2,1,1.2009999752044678,1
307.20000000000005,25.6,2,1,1.9670000076293945,1
204.8,25.6,2,1,1.6150000095367432,1
307.20000000000005,25.6,2,1,1.1019999980926514,1
204.8,25.6,2,1,0.997999906539917,1
307.20000000000005,25.6,2,1,1.2690000534057617,1
307.20000000000005,25.6,2,0.5,1.2999999523162842,1
307.20000000000005,25.6,2,0.5,1.317000150680542,1
409.6,25.6,2,0.5,1.4479999542236328,1
409.6,25.6,2,0.5,1.249000072479248,1
204.8,25.6,2,0.5,1.4029998779296875,1
204.8,25.6,2,0.5,1.4490001201629639,1
409.6,25.6,2,0.5,1.2819998264312744,1
307.20000000000005,25.6,2,0.5,1.315999984741211,1
204.8,25.6,2,0.5,1.5350000858306885,1
409.6,25.6,2,0,1.2999999523162842,1
307.20000000000005,25.6,2,0,1.184000015258789,1
307.20000000000005,25.6,2,0,1.4119999408721924,1
204.8,25.6,2,0,1.0980000495910645,1
307.20000000000005,25.6,2,0,0.9820001125335693,1
204.8,25.6,2,0,1.0160000324249268,1
409.6,25.6,2,0,1.181999921798706,1
