Bubble

A,w,eww,D,clickTime,currentNumberOfErrors
204.8,25.6,3,1,0.876000165939331,1
307.20000000000005,25.6,3,1,0.8789999485015869,1
409.6,25.6,3,1,0.809999942779541,1
204.8,25.6,3,1,0.690000057220459,1
307.20000000000005,25.6,3,1,0.8510000705718994,1
204.8,25.6,3,1,0.5889999866485596,1
409.6,25.6,3,1,0.7759997844696045,1
307.20000000000005,25.6,3,1,0.7680001258850098,1
409.6,25.6,3,1,0.8880000114440918,1
307.20000000000005,25.6,3,0.5,0.7820000648498535,1
307.20000000000005,25.6,3,0.5,0.9619998931884766,1
307.20000000000005,25.6,3,0.5,0.7360000610351562,1
409.6,25.6,3,0.5,1.3999998569488525,2
409.6,25.6,3,0.5,0.818000078201294,2
409.6,25.6,3,0.5,1.1480000019073486,2
204.8,25.6,3,0.5,0.7860000133514404,2
204.8,25.6,3,0.5,1.4260001182556152,2
204.8,25.6,3,0.5,0.7709999084472656,2
409.6,25.6,3,0,0.9749999046325684,2
409.6,25.6,3,0,0.9340000152587891,2
307.20000000000005,25.6,3,0,0.7680001258850098,2
409.6,25.6,3,0,0.9040000438690186,2
204.8,25.6,3,0,0.995999813079834,2
204.8,25.6,3,0,0.8660001754760742,2
204.8,25.6,3,0,0.929999828338623,2
307.20000000000005,25.6,3,0,1.1520001888275146,2
307.20000000000005,25.6,3,0,1.8509998321533203,2
409.6,25.6,2,1,1.0880000591278076,2
307.20000000000005,25.6,2,1,0.7650001049041748,2
307.20000000000005,25.6,2,1,0.9939999580383301,2
204.8,25.6,2,1,0.8389999866485596,2
307.20000000000005,25.6,2,1,0.9739999771118164,2
204.8,25.6,2,1,0.869999885559082,2
409.6,25.6,2,1,0.9790000915527344,2
409.6,25.6,2,1,1.0350000858306885,2
204.8,25.6,2,1,0.8289999961853027,2
409.6,25.6,2,0.5,1.1429998874664307,2
409.6,25.6,2,0.5,0.8510000705718994,2
204.8,25.6,2,0.5,1.2300000190734863,2
307.20000000000005,25.6,2,0.5,0.8320000171661377,2
409.6,25.6,2,0.5,1.0349998474121094,2
204.8,25.6,2,0.5,1.0350000858306885,2
307.20000000000005,25.6,2,0.5,0.8919999599456787,2
204.8,25.6,2,0.5,1.1080000400543213,2
307.20000000000005,25.6,2,0.5,1.184000015258789,2
307.20000000000005,25.6,2,0,0.9700000286102295,2
307.20000000000005,25.6,2,0,1.126999855041504,2
204.8,25.6,2,0,0.9639999866485596,2
409.6,25.6,2,0,1.0720000267028809,2
204.8,25.6,2,0,0.8849999904632568,2
307.20000000000005,25.6,2,0,1.0320000648498535,2
409.6,25.6,2,0,0.9340000152587891,2
